Handle,Name,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,PRECIO MAYORISTA (product.metafields.custom.precio_mayorista),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Direccionalidad del adaptador (product.metafields.shopify.adapter-directionality),Grupo de edad (product.metafields.shopify.age-group),Tipo de antena (product.metafields.shopify.antenna-type),Conectividad de audio (product.metafields.shopify.audio-connectivity),Canal de salida de audio (product.metafields.shopify.audio-output-channel),Uso del audio (product.metafields.shopify.audio-purpose),Tipo de conector del cable de audio/video (extremo A) (product.metafields.shopify.audio-video-cable-connector-type-end-a),Tipo de conector del cable de audio/video (extremo B) (product.metafields.shopify.audio-video-cable-connector-type-end-b),Tipo de espaldar (product.metafields.shopify.backrest-type),Color de la correa (product.metafields.shopify.band-color),Características de la batería (product.metafields.shopify.battery-features),Tamaño de la batería (product.metafields.shopify.battery-size),Tecnología de la batería (product.metafields.shopify.battery-technology),Tipo de batería (product.metafields.shopify.battery-type),Tipo de montaje de tablero (product.metafields.shopify.board-mounting-type),Tipo de casquillo de bombilla (product.metafields.shopify.bulb-cap-type),Acabado de la bombilla (product.metafields.shopify.bulb-finish),Forma de la bombilla (product.metafields.shopify.bulb-shape),Tamaño de la bombilla (product.metafields.shopify.bulb-size),Material de la carcasa del cable (product.metafields.shopify.cable-housing-material),Blindaje de los cables (product.metafields.shopify.cable-shielding),Estilo del cable (product.metafields.shopify.cable-style),Tecnología de pantalla de cámara (product.metafields.shopify.camera-display-technology),Características de la cámara (product.metafields.shopify.camera-features),Tipo de cámara HD (product.metafields.shopify.camera-hd-type),Tipo de montaje móvil (product.metafields.shopify.camera-mounting-type),Instalación de tarjeta/adaptador (product.metafields.shopify.card-adapter-installation),Tipo de carcasa (product.metafields.shopify.chassis-type),Tipo de mandril (product.metafields.shopify.chuck-type),Color (product.metafields.shopify.color-pattern),Tecnología de batería compatible (product.metafields.shopify.compatible-battery-technology),Formato de juego compatible (product.metafields.shopify.compatible-game-format),Resolución compatible (product.metafields.shopify.compatible-resolution),Tipo de salida de componente (product.metafields.shopify.component-output-type),Accesorios para computadora incluidos (product.metafields.shopify.computer-accessories-included),Método de conexión (product.metafields.shopify.connection-method),Tipo de conexión (product.metafields.shopify.connection-type),Tecnología de conectividad (product.metafields.shopify.connectivity-technology),Tipo de conector 1 (product.metafields.shopify.connector-1-type),Tipo de conector 2 (product.metafields.shopify.connector-2-type),Recubrimiento de contactos del conector (product.metafields.shopify.connector-contact-plating),Género del conector (product.metafields.shopify.connector-gender),Orientación del conector (product.metafields.shopify.connector-orientation),Interfaz del dispositivo (product.metafields.shopify.device-interface),Habilidades de destreza (product.metafields.shopify.dexterity-skills),Color del dial (product.metafields.shopify.dial-color),Diseño de letreros de exhibición (product.metafields.shopify.display-sign-design),Tecnología de pantalla (product.metafields.shopify.display-technology),Características del taladro (product.metafields.shopify.drill-features),Características de los auriculares (product.metafields.shopify.earphone-features),Clasificación ESRB (product.metafields.shopify.esrb-rating),Tipo de interfaz LAN Ethernet (product.metafields.shopify.ethernet-lan-interface-type),Tipo de pies (product.metafields.shopify.feet-type),Ajuste de enfoque (product.metafields.shopify.focus-adjustment),Diseño del marco (product.metafields.shopify.frame-design),Frecuencia o bandas de radio compatibles (product.metafields.shopify.frequency-radio-bands-supported),Material de muebles/componentes (product.metafields.shopify.furniture-fixture-material),Características del juego (product.metafields.shopify.game-features),Diseño de vaporizador de ropa (product.metafields.shopify.garment-steamer-design),Estilo de auriculares (product.metafields.shopify.headphone-style),Interfaz de host (product.metafields.shopify.host-interface),Estado del artículo (product.metafields.shopify.item-condition),Formato de teclado (product.metafields.shopify.keyboard-format),Diseño del teclado (product.metafields.shopify.keyboard-layout),Características especializadas del teclado (product.metafields.shopify.keyboard-specialized-features),Tipo de interruptor de teclado (product.metafields.shopify.keyboard-switch-type),Tipo de bloqueo de patas (product.metafields.shopify.leg-lock-type),Secciones de patas (product.metafields.shopify.leg-sections),Temperatura de la luz (product.metafields.shopify.light-temperature),Características de iluminación (product.metafields.shopify.lighting-features),Tipo de iluminación (product.metafields.shopify.lighting-type),Tipo de cerradura (product.metafields.shopify.lock-type),Tipo de fabricante (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Factor de forma del reproductor multimedia (product.metafields.shopify.media-player-form-factor),Tecnología de memoria (product.metafields.shopify.memory-technology),Diseño de micrófono (product.metafields.shopify.microphone-design),Tipo de micrófono (product.metafields.shopify.microphone-type),Material del montaje (product.metafields.shopify.mount-material),Características de montaje/soporte (product.metafields.shopify.mount-stand-features),Tipo de montura (product.metafields.shopify.mounting-type),Características de la alfombrilla de ratón (product.metafields.shopify.mouse-pad-features),Tecnología del ratón (product.metafields.shopify.mouse-technology),Características del ratón/bola de seguimiento (product.metafields.shopify.mouse-trackball-features),Calificación nacional/regional (product.metafields.shopify.national-regional-rating),Interfaz de cable de red (product.metafields.shopify.network-cable-interface),Protocolos de red compatibles (product.metafields.shopify.network-protocols-supported),Estándares de redes (product.metafields.shopify.networking-standards),Sistema operativo (product.metafields.shopify.operating-system),Zoom óptico (product.metafields.shopify.optical-zoom),Clasificación PEGI (product.metafields.shopify.pegi-rating),Tipo de enchufe (product.metafields.shopify.plug-type),Patrón polar (product.metafields.shopify.polar-pattern),Portabilidad (product.metafields.shopify.portability),Fuente de alimentación (product.metafields.shopify.power-source),Características del suministro de presentación (product.metafields.shopify.presentation-supply-features),Certificaciones y estándares del producto (product.metafields.shopify.product-certifications-standards),Grupo de edad recomendado (product.metafields.shopify.recommended-age-group),Código de región (product.metafields.shopify.region-code),Formatos de almacenamiento extraíbles compatibles (product.metafields.shopify.removable-storage-formats-supported),Estructura del asiento (product.metafields.shopify.seat-structure),Tipo de asiento (product.metafields.shopify.seat-type),Algoritmos de seguridad (product.metafields.shopify.security-algorithms),Tecnología de control SFX (product.metafields.shopify.sfx-control-technology),Forma (product.metafields.shopify.shape),Modos de disparo (product.metafields.shopify.shooting-modes),Características del reloj inteligente (product.metafields.shopify.smart-watch-features),Diseño de altavoces (product.metafields.shopify.speaker-design),Características del altavoz (product.metafields.shopify.speaker-features),Tecnología de altavoces (product.metafields.shopify.speaker-technology),Características del divisor/interruptor (product.metafields.shopify.splitter-switch-features),Interfaces de unidad de almacenamiento compatibles (product.metafields.shopify.storage-drive-interfaces-supported),Tipos de almacenamiento compatibles (product.metafields.shopify.storage-types-supported),Espacio adecuado (product.metafields.shopify.suitable-space),Diseño de cámara de vigilancia. (product.metafields.shopify.surveillance-camera-design),Tipo de montaje de cámara de vigilancia (product.metafields.shopify.surveillance-camera-mounting-type),Sexo objetivo (product.metafields.shopify.target-gender),Tema (product.metafields.shopify.theme),Material del juguete/juego (product.metafields.shopify.toy-game-material),Tipo de sintonizador (product.metafields.shopify.tuner-type),Tipo de conector USB (product.metafields.shopify.usb-connector-type),Estándar de USB (product.metafields.shopify.usb-standard),Códecs o formatos de video compatibles (product.metafields.shopify.video-codecs-formats-supported),Formato de videojuegos (product.metafields.shopify.video-game-format),Género de videojuegos (product.metafields.shopify.video-game-genre),Plataforma de videojuegos (product.metafields.shopify.video-game-platform),Subgénero de videojuegos (product.metafields.shopify.video-game-sub-genre),Resolución de video compatible (product.metafields.shopify.video-resolution-supported),Estilo de accesorio del reloj (product.metafields.shopify.watch-accessory-style),Pantalla de reloj (product.metafields.shopify.watch-display),Diseño de cámara web (product.metafields.shopify.webcam-design),Banda Wi-Fi (product.metafields.shopify.wi-fi-band),Estándar de Wi-Fi (product.metafields.shopify.wi-fi-standard),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
adaptador-otg-usb-a-a-usb-c,Adaptador OTG USB-A a USB-C,"<h2>Conectá tus accesorios USB-A a dispositivos USB-C</h2><p>El <strong>Adaptador OTG USB-A a USB-C</strong> te permite conectar cualquier dispositivo o accesorio con conector USB-A (pendrives, mouse, teclados, gamepads) a equipos que solo tienen puerto USB-C. Simple, compacto y listo para usar sin configuración.</p><h3>Beneficios clave</h3><ul>
<li>
<strong>Compatibilidad OTG:</strong> conecta accesorios USB-A a equipos con puerto USB-C</li>
<li>
<strong>Plug &amp; play:</strong> sin drivers ni instalación, funciona al instante</li>
<li>
<strong>Ultra compacto:</strong> solo 20g, ideal para llevar en el bolsillo o mochila</li>
<li>
<strong>Amplia compatibilidad:</strong> funciona con Android, Windows, macOS y ChromeOS</li>
</ul><h3>Casos de uso</h3><ul>
<li>Conectar un pendrive USB-A a tu celular o tablet con USB-C</li>
<li>Usar mouse o teclado USB en dispositivos móviles modernos</li>
<li>Transferir archivos entre dispositivos</li>
<li>Conectar gamepads o accesorios USB a notebooks con solo puertos USB-C</li>
</ul><h3>Especificaciones técnicas</h3><ul>
<li>Conector entrada: USB-A (macho)</li>
<li>Conector salida: USB-C (hembra)</li>
<li>Función: OTG (On-The-Go)</li>
<li>Peso: 20g</li>
</ul>",SIN MARCA,Uncategorized,Adaptadores,"accesorios celular, adaptador, mayorista, otg, usb, usb-c",true,Title,Default Title,,,,,,,,cm174,20.0,shopify,30,deny,manual,1420.00,,true,true,,,,,7890205001741,https://cdn.shopify.com/s/files/1/0796/0703/8180/files/ficha-otg-de-usb-tipo-c-macho-a-usb-3-0-tipo-a-hembra-ficha-otg-de-usb-tipo-c-macho-a-usb-3-0-tipo-a-hembra.jpg?v=1777411182,1,"",false,Adaptador OTG USB-A a USB-C | Conectividad Universal,"Adaptador OTG USB-A a USB-C. Conectá pendrives, mouse y teclados USB a tu celular o tablet con puerto USB-C. Plug & play y ultra compacto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,789.00,active
adaptador-otg-usb-a-a-usb-c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0796/0703/8180/files/adaptador-otg-usb-tipo-c-type-c-usb-a-flash-driver.jpg?v=1777411182,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adaptador-otg-usb-a-a-usb-c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0796/0703/8180/files/44596.jpg?v=1777411182,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cargador-kosmo-3-3a-3-usb-cable-lightning-iphone,Cargador Kosmo 3.3A 3 Puertos USB + Cable Lightning iPhone,"<h2>Cargá hasta 3 dispositivos al mismo tiempo</h2><p>El <strong>Cargador Kosmo 3.3A</strong> es la solución ideal para quienes necesitan cargar múltiples dispositivos desde un solo tomacorriente. Incluye <strong>3 puertos USB</strong> y viene con <strong>cable Lightning compatible con iPhone</strong>, listo para usar desde el primer momento.</p><h3>Beneficios clave</h3><ul>
<li>
<strong>3 puertos USB simultáneos:</strong> cargá celular, tablet y auriculares al mismo tiempo</li>
<li>
<strong>3.3A de potencia total:</strong> carga eficiente para múltiples dispositivos</li>
<li>
<strong>Incluye cable Lightning:</strong> compatible con iPhone y dispositivos Apple con conector Lightning</li>
<li>
<strong>Compacto y liviano:</strong> solo 90g, fácil de llevar de viaje o al trabajo</li>
<li>
<strong>Diseño universal:</strong> compatible con cualquier dispositivo que cargue por USB</li>
</ul><h3>Especificaciones técnicas</h3><ul>
<li>Corriente total de salida: 3.3A</li>
<li>Puertos: 3x USB-A</li>
<li>Cable incluido: Lightning (compatible iPhone)</li>
<li>Peso: 90g</li>
<li>SKU: KOS 3.3A IPH</li>
<li>Código de barras: 714604205913</li>
</ul><p>Perfecto para el hogar, la oficina o como regalo tecnológico práctico.</p>",KOSMO,Uncategorized,Cargadores,"cargador, iphone, kosmo, lightning, mayorista, usb",true,Title,Default Title,,,,,,,,KOS 3.3A IPH,90.0,shopify,20,deny,manual,4500.00,,true,true,,,,,714604205913,https://cdn.shopify.com/s/files/1/0796/0703/8180/files/WhatsAppImage2026-04-28at18.11.40.jpg?v=1777410865,1,"",false,Cargador Kosmo 3.3A 3 USB + Cable Lightning iPhone | Kosmo,Cargador Kosmo 3.3A con 3 puertos USB y cable Lightning para iPhone incluido. Cargá hasta 3 dispositivos a la vez. Compacto y eficiente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2803.00,active
cargador-kosmo-3-3a-3-usb-cable-lightning-iphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0796/0703/8180/files/WhatsAppImage2026-04-28at18.11.39.jpg?v=1777410881,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cargador-kosmo-3-3a-3-usb-cable-lightning-iphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0796/0703/8180/files/WhatsAppImage2026-04-28at18.11.37.jpg?v=1777410866,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transmisor-receptor-bluetooth-noga-ng-rbt04,Transmisor Receptor Bluetooth Noga NG-RBT04,"<h2>Conectividad inalámbrica para cualquier dispositivo de audio</h2><p>El <strong>Transmisor/Receptor Bluetooth Noga NG-RBT04</strong> te permite convertir cualquier equipo de audio con entrada AUX en un dispositivo inalámbrico. Conectá auriculares, parlantes o sistemas de sonido sin cables, con una calidad de audio clara y estable.</p><h3>Beneficios clave</h3><ul>
<li>
<strong>2 en 1:</strong> funciona como transmisor y como receptor Bluetooth</li>
<li>
<strong>Compatibilidad universal:</strong> se conecta a cualquier dispositivo con entrada de 3.5mm</li>
<li>
<strong>Fácil de usar:</strong> plug &amp; play, sin instalación de drivers</li>
<li>
<strong>Liviano y compacto:</strong> solo 55g, ideal para llevar a cualquier lado</li>
<li>
<strong>Marca Noga:</strong> referente en accesorios tecnológicos accesibles en Argentina</li>
</ul><h3>Casos de uso</h3><ul>
<li>Convertir parlantes con cable en inalámbricos</li>
<li>Usar auriculares Bluetooth en TV, PC o auto sin Bluetooth nativo</li>
<li>Transmitir audio desde celular o tablet a equipos de sonido</li>
</ul><h3>Especificaciones técnicas</h3><ul>
<li>Modelo: NG-RBT04</li>
<li>Conectividad: Bluetooth</li>
<li>Conector: 3.5mm AUX</li>
<li>Peso: 55g</li>
<li>Código de barras: 7798137713674</li>
</ul>",NOGA,Electronics > Video > Video Transmitters > FPV Video Transmitters,Accesorios de Audio,"audio inalambrico, bluetooth, mayorista, noga, receptor, transmisor",true,Title,Default Title,,,,,,,,ng-rbt04,55.0,shopify,9,deny,manual,13500.00,,true,true,,,,,7798137713674,https://cdn.shopify.com/s/files/1/0796/0703/8180/files/ng-rbt04-pack2026-8b747af96fc697884317593283530866-1024-1024.webp?v=1777405304,1,"",false,Transmisor Receptor Bluetooth Noga NG-RBT04 | Audio Inalámbrico,"Transmisor y receptor Bluetooth Noga NG-RBT04. Convertí cualquier parlante o auricular con AUX en inalámbrico. Compacto, plug & play.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negro,,,,,,,,,,,,,,3-5-mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8792.00,active
transmisor-receptor-bluetooth-noga-ng-rbt04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0796/0703/8180/files/ng-rbt04-plugs-c6cf57ada88239f55f17592525144111-1024-1024.webp?v=1777405304,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transmisor-receptor-bluetooth-noga-ng-rbt04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0796/0703/8180/files/ng-rbt04-usb-39ead1658c2126f05917592525096158-1024-1024.webp?v=1777405303,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transmisor-receptor-bluetooth-noga-ng-rbt04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0796/0703/8180/files/ng-rbt04-angulo-f9bac5c494dd2e662a17592524997875-1024-1024.webp?v=1777405304,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
